YEAR,DOY,Hour,"Scalar B, nT","Vector b Magnitude, nT","BX, nT","BY, nT","BZ, nT",SW Proton Density N/cm3,Flow Pressure,E electric field,Dst-index nT
2020,142,1,3.4,3.1,1.7,-2.6,-0.5,5,1.06,0.45,-3
2020,142,2,3.4,3,-0.2,-1.8,-2.4,5.5,1.18,0.99,-4
2020,142,3,3.7,3,0.3,-2.4,-1.8,5.5,1.19,0.85,-5
2020,142,4,3.7,3.5,0.7,-2.2,-2.6,5.7,1.23,1.06,-1
2020,142,5,3.6,3.3,0,-2.3,-2.4,6.1,1.33,0.99,-3
2020,142,6,3.6,3.3,-1.3,-1.8,-2.4,7.1,1.55,0.92,-7
2020,142,7,3.5,3.3,-1.9,-1.2,-2.4,7.3,1.55,0.88,-10
2020,142,8,3.4,2.8,-0.4,-1.6,-2.3,7.2,1.5,0.83,-12
2020,142,9,3.1,2.3,0,-0.9,-2.1,7.4,1.52,0.72,-11
2020,142,10,3.3,3,1.5,-2.4,-1.1,7.2,1.44,0.41,-8
2020,142,11,3,2.8,1.1,-2.4,-0.9,8.3,1.66,0.34,-2
2020,142,12,2.8,2.7,-0.3,-1.9,-1.9,9.7,1.98,0.69,2
2020,142,13,2.6,2.3,0.3,-1.5,-1.8,10.9,2.13,0.64,-1
2020,142,14,2.4,2.2,0.1,-1.1,-1.9,11.8,2.26,0.67,-2
2020,142,15,2.1,1.6,0.6,-0.9,-1.2,11.9,2.31,0.44,-1
2020,142,16,1.8,0.8,-0.2,0,-0.7,11.7,2.22,0.23,-1
2020,142,17,3.3,3,-2.4,1.8,-0.2,9,1.65,-0.07,-3
2020,142,18,4.5,4.5,-4.3,1.2,0,6.7,1.18,-0.1,-3
2020,142,19,4.2,4.2,-3.9,0.5,1.4,8.2,1.46,-0.49,-2
2020,142,20,4,3.9,-2.9,2.1,1.4,8.8,1.55,-0.64,-1
2020,142,21,4.6,3,-1.6,-2.3,1,8.1,1.43,-0.03,-2
2020,142,22,5,4.9,0.3,-4.9,-0.5,7.7,1.39,0.75,-7
2020,142,23,4.3,4.2,1.8,-3,-2.2,7.1,1.3,1.01,-10
2020,143,0,3.4,2.1,-2,0.6,0.4,6.8,1.32,-0.2,-8
2020,143,1,3.2,3,2.4,-1.2,-1.3,8,1.48,0.52,-3
2020,143,2,4.5,4.4,3.4,-2.1,-1.9,7.6,1.48,0.8,-1
2020,143,3,4.3,4,3.4,-1.3,-1.8,7.5,1.48,0.71,-3
2020,143,4,3.6,2.1,-1.6,-1,1,8.4,1.69,-0.27,-4
2020,143,5,4.7,4.5,-4.3,0.6,-1.1,8.8,1.75,0.33,-4
2020,143,6,4.5,4.4,-4,1.9,-0.3,8.8,1.69,0,-4
2020,143,7,4.2,1,0.5,-0.8,-0.3,8.1,1.61,0.13,-2
2020,143,8,4.4,4.4,3.3,-2.9,-0.1,7.2,1.45,0.1,-1
2020,143,9,3.8,3.8,2.9,-2.4,0.3,7.7,1.55,-0.07,-2
2020,143,10,2.4,2.1,1.3,-0.6,1.5,9.4,1.72,-0.48,0
2020,143,11,2.8,1,-0.6,0.6,-0.6,9.2,1.64,0.19,4
2020,143,12,5,4.1,-2.3,3.1,-1.3,13.4,2.34,0.38,5
2020,143,13,4.4,3.8,-0.3,3.6,-1.2,17.5,3.17,0.33,7
2020,143,14,4.8,4.2,-0.7,2.6,-3.2,15.4,2.84,0.95,5
2020,143,15,5.4,4.9,-0.4,0.1,-4.8,9.9,1.97,1.55,-1
2020,143,16,5.4,5,-0.1,-3.4,-3.7,9.7,1.87,1.39,-4
2020,143,17,5.2,4.8,0.4,-4.6,-1.2,10.4,2,0.71,-4
2020,143,18,5.3,4.8,1.8,-4.4,-0.7,11.1,2.22,0.63,-2
2020,143,19,5,3.8,2.5,-2.8,0.2,12.2,2.46,0.23,1
2020,143,20,4.7,4,2.4,0.2,3.1,12.4,2.59,-1.03,3
2020,143,21,4.3,2.9,-0.5,2.7,-0.9,9,2.06,-0.04,1
2020,143,22,4.5,4.1,0.7,-0.8,-3.9,6.3,1.39,1.38,-4
2020,143,23,3.8,3.5,2.7,-1.6,-1.5,6.4,1.44,0.71,-7
2020,144,0,4.3,4.3,3.8,-1.9,0.2,5.9,1.29,0.17,-14
2020,144,1,4.1,3.9,3.6,-1.5,-0.2,5.2,1.11,0.24,-14
2020,144,2,4.5,4.3,3.3,-2.7,0.1,4.9,1.08,0.25,-12
2020,144,3,4.1,3.8,2.3,-2.9,-1,5.5,1.25,0.61,-12
2020,144,4,3.5,3,0.9,-2.8,-0.8,6.3,1.45,0.51,-9
2020,144,5,3.7,3.1,1.4,-2.2,-1.7,6.8,1.56,0.72,-6
2020,144,6,3.4,2.7,1.8,-2,0.2,6.9,1.55,0.04,-4
2020,144,7,3.4,2.5,0.1,-1.1,-2.2,6.6,1.53,0.82,-3
2020,144,8,4.1,3.3,2.4,-2.3,0.1,6.8,1.54,0,-5
2020,144,9,3.5,3.2,1.6,-2.7,-0.4,6.3,1.4,0.17,-5
2020,144,10,3.1,2.8,2.1,-1.3,1.4,5.5,1.19,-0.48,-4
2020,144,11,2.8,2.5,1.3,-2.1,0.5,4.9,1.08,-0.18,-4
2020,144,12,2.4,2.1,1.7,-1.1,0.5,4.9,1.09,-0.18,-5
2020,144,13,2.3,1.9,1.7,-0.6,0.7,4.5,1.02,-0.25,-6
2020,144,14,2.1,1.8,1.3,1.2,-0.4,4.2,0.95,0.11,-8
2020,144,15,1.8,1.6,1.2,-0.6,-0.9,4,0.88,0.35,-9
2020,144,16,1.9,1.8,1.4,-0.6,-0.9,3.7,0.8,0.35,-9
2020,144,17,1.9,1.9,0.9,-1,-1.3,3.8,0.8,0.52,-8
2020,144,18,1.8,1.5,0.8,0.2,-1.3,3.6,0.75,0.41,-7
2020,144,19,1.8,1.7,1,-0.6,-1.2,3.8,0.77,0.44,-7
2020,144,20,1.7,1.5,0.3,-0.7,-1.3,3.7,0.74,0.51,-7
2020,144,21,1.7,1.2,-0.3,-0.4,-1.1,3.8,0.74,0.4,-8
2020,144,22,1.8,1.6,0.8,-1.2,-0.8,3.7,0.71,0.4,-9
2020,144,23,1.9,1.7,0.3,-1.4,-0.8,3.6,0.69,0.4,-7
2020,145,0,1.9,1.8,-0.3,-1.4,-1.1,3.6,0.69,0.5,-7
2020,145,1,2,1.8,0.1,-0.9,-1.6,3.9,0.75,0.6,-6
2020,145,2,2.2,2.1,-0.1,-1.7,-1.1,4.3,0.83,0.5,-8
2020,145,3,2.2,2.2,0.8,-2,-0.3,4.5,0.84,0.26,-8
2020,145,4,2.4,2.3,-0.5,-2.2,-0.2,5,0.94,0.2,-7
2020,145,5,2.2,2.1,-0.2,-2,0.6,5.8,1.08,-0.1,-4
2020,145,6,1.9,1.8,-0.1,-1.8,0.2,8.8,1.58,0,1
2020,145,7,2.3,1.9,-0.4,-1.8,0.4,10.5,1.86,-0.1,3
2020,145,8,3.2,3.1,0.3,-2.6,1.5,8.7,1.56,-0.46,4
2020,145,9,3.4,3.1,-0.5,-2.8,1.2,11.1,2.07,-0.37,4
2020,145,10,4.3,4,1.7,-2.6,2.5,12.5,2.37,-0.83,9
2020,145,11,4.6,4.5,2.5,-2.6,2.6,15.2,2.93,-0.87,13
2020,145,12,3.8,1.7,0.1,-1.3,1.1,15.3,2.98,-0.37,11
2020,145,13,4.2,4,-2,-1.8,-2.9,13.9,2.67,1,9
2020,145,14,4.8,3.1,-0.4,-3,-1,13,2.57,0.4,7
2020,145,15,6.3,6.1,-2.9,-2.4,-4.9,8,1.6,1.77,3
2020,145,16,6.3,6.3,-3,-2.4,-4.9,7.4,1.5,1.79,-1
2020,145,17,6.4,6.4,-2,-3.9,-4.7,7.2,1.44,1.85,-4
2020,145,18,6.2,6.1,-2,-4.2,-3.9,7.1,1.41,1.67,-9
2020,145,19,5.6,5.5,-0.3,-4.4,-3.4,7.8,1.49,1.53,-13
2020,145,20,5.5,5.3,0.5,-5.2,-1.1,8,1.52,0.93,-17
2020,145,21,5.2,5,1.3,-4.7,0.9,8.5,1.62,0.26,-17
2020,145,22,5.1,4.8,1.6,-3.4,3,9.2,1.77,-0.53,-13
2020,145,23,6.1,5.7,-0.2,-5.6,-1.1,9.8,1.9,1.01,-9
2020,146,0,6.2,5.6,-0.9,-4.4,-3.4,9.6,1.88,1.6,-10
2020,146,1,5.6,5.2,-0.4,-4.5,-2.6,9.8,1.89,1.31,-14
2020,146,2,5.9,5.7,3.3,-3.8,-2.5,10.9,1.97,1.14,-17
2020,146,3,5.9,5.8,1.9,-5.5,0.3,10.9,1.99,0.33,-16
2020,146,4,5.4,5.1,1,-4.8,1.3,11.2,2.09,-0.1,-12
2020,146,5,4.9,3.7,1.2,-3.5,0.4,12.3,2.24,0.03,-8
2020,146,6,6.5,6.3,-1.6,-6,0.7,8.8,1.69,0,-10
2020,146,7,6.6,6.3,-2.9,-5,2.5,8.7,1.68,-0.71,-9
2020,146,8,5.8,4.1,-1.3,-3,2.5,9,1.67,-0.79,-7
2020,146,9,5.4,5.2,1.9,-4.8,-0.1,10.2,1.75,0.06,-6
2020,146,10,5.8,5.6,2.6,-4.7,1.4,9.3,1.57,-0.44,-6
2020,146,11,5.7,5.5,3.1,-3.6,2.6,9.2,1.49,-0.81,-4
2020,146,12,5.6,5.3,0.5,-4.5,2.8,9.2,1.58,-0.86,-2
2020,146,13,5.7,5.3,-0.1,-5.1,1.5,9.3,1.59,-0.41,-1
2020,146,14,4.6,4,1.6,-0.5,3.6,12.5,2.07,-1.13,-1
2020,146,15,4.8,4.7,1.6,1.6,4.1,11,1.83,-1.35,1
2020,146,16,3.4,3.3,1.1,1.2,2.8,15.1,2.53,-0.94,4
2020,146,17,2.6,2.5,0.6,0.8,2.2,14.6,2.44,-0.72,2
2020,146,18,2.5,1,0.2,-1,-0.2,14.2,2.38,0.16,2
2020,146,19,2.9,2,0.5,-1.7,1,13,2.16,-0.13,0
2020,146,20,2.8,1.5,0.5,-1.2,0.7,9.2,1.52,-0.09,-4
2020,146,21,4.6,4.3,0.6,-4.2,0.5,4.3,0.73,0.31,-9
2020,146,22,4.3,3.5,-1.3,-3.2,0.3,6.5,1.16,0.26,-7
2020,146,23,3.2,3,-1.9,2.2,0.7,10.9,1.9,-0.45,0
2020,147,0,3.2,3,-2.1,2,0.6,9.9,1.74,-0.39,-1
2020,147,1,4.3,4.3,-0.8,3.9,1.5,8,1.4,-0.83,0
2020,147,2,4.2,3.4,1.3,-2.9,-1.1,7.9,1.39,0.58,-1
2020,147,3,3.6,3.4,1.5,-2.6,-1.7,9.4,1.63,0.73,-2
2020,147,4,2.8,2.8,0.2,-2.6,-0.9,10.4,1.76,0.44,-3
2020,147,5,3.8,3.7,0.8,-3.6,-0.3,9.9,1.69,0.25,-4
2020,147,6,3.9,3.8,0.5,-3.8,-0.1,9.4,1.62,0.16,-2
2020,147,7,4.6,3.7,-1.8,-3,-1.2,7.6,1.38,0.46,-2
2020,147,8,4.6,4.4,-2.1,-3.8,-0.2,6.4,1.16,0.1,-6
2020,147,9,4.1,4.1,-0.4,-4,-0.1,6.7,1.14,0.06,-6
2020,147,10,3.6,3.3,1.2,-3,-0.8,7.4,1.22,0.25,-3
2020,147,11,3.4,3.2,0.5,-3.1,-0.5,6.7,1.11,0.16,-2
2020,147,12,2.5,2.3,0.7,-2.2,-0.2,7.4,1.22,0.06,-3
2020,147,13,2.3,2.2,0.1,-2.1,-0.4,7.4,1.22,0.15,-4
2020,147,14,2,1.9,0.2,-1.9,0.2,7.6,1.23,-0.03,-4
2020,147,15,2,1.9,0.5,-1.7,0.7,7.3,1.2,-0.15,-4
2020,147,16,3,2.9,1,-2.7,-0.3,5.8,0.94,0.22,-5
2020,147,17,3.2,3.1,1.5,-2.3,-1.5,5.5,0.87,0.58,-6
2020,147,18,3.3,3.2,0.9,-2.5,-1.8,5.5,0.89,0.74,-6
2020,147,19,3.1,2.9,-0.4,-2.6,-1.3,6.2,1.05,0.63,-5
2020,147,20,3.2,3,0.6,-1.1,-2.8,6.7,1.1,0.93,-3
2020,147,21,3.4,3.4,1.3,-2.7,-1.6,7.2,1.16,0.74,-6
2020,147,22,2.8,2.8,1.3,-2.4,-0.6,7.8,1.24,0.43,-9
2020,147,23,2.1,1.7,1.1,-1.2,-0.1,8.5,1.35,0.15,-6
2020,148,0,3.1,2.7,0.6,-2.4,-1.1,7.5,1.19,0.55,-6
2020,148,1,3.1,3,2.1,-2.2,0.3,7.2,1.14,0.12,-4
2020,148,2,3.1,3,2,-2,1.2,7.9,1.26,-0.18,-3
2020,148,3,2.9,2.7,1.9,-1.4,1.3,8.4,1.35,-0.28,-2
2020,148,4,3.6,3.5,2.7,0.1,2.3,6.2,0.98,-0.7,-2
2020,148,5,3.1,3,2.8,-0.9,0.5,5.8,0.92,-0.12,-3
2020,148,6,2.7,2,1.5,-1.3,0.2,5.4,0.95,-0.03,0
2020,148,7,2.3,2.1,1.2,-1.7,0.3,7.3,1.36,-0.07,3
2020,148,8,3.1,3,1.1,-2.7,0.4,8,1.54,-0.1,4
2020,148,9,3.2,3.1,1.5,-2.7,-0.3,8.3,1.57,0.1,3
2020,148,10,3,2.9,0.5,-2.6,-1.2,12.4,2.19,0.39,8
2020,148,11,2.9,2.8,1.3,-2.1,-1.3,13.1,2.26,0.42,7
2020,148,12,3,1.6,1.3,-0.9,-0.4,12.1,2.07,0.13,5
2020,148,13,3.1,3.1,-0.7,3,0.1,10.9,1.8,-0.06,3
2020,148,14,3.2,3.1,-1,2.8,-1,10.6,1.71,0.25,3
2020,148,15,2.4,2.3,-0.4,2.1,-0.7,12.1,1.91,0.15,3
2020,148,16,2.5,2.4,-0.4,2.4,-0.1,12.2,1.91,-0.09,3
2020,148,17,3,3,1,2.8,0.2,11.9,1.98,-0.25,3
2020,148,18,3.2,3,0.6,2.4,1.6,11.8,1.95,-0.66,1
2020,148,19,4,4,0.6,3.9,0.6,6.6,1.08,-0.53,-1
2020,148,20,4.2,4.1,0.7,3.9,1.2,6.6,1.07,-0.74,1
2020,148,21,4,4,0.8,3,2.5,6.5,1.03,-1.04,2
2020,148,22,3.7,3.6,-0.6,2.3,2.6,7.1,1.07,-0.95,4
2020,148,23,3.4,3.3,-0.6,2.2,2.4,7.4,1.11,-0.89,3
2020,149,0,3.1,2.8,-0.5,0.9,2.6,7.3,1.07,-0.83,3
2020,149,1,3.4,3.2,-0.7,2.6,1.7,4.6,0.68,-0.7,2
2020,149,2,2.9,2.7,-1.1,1.8,1.8,4.4,0.66,-0.65,2
2020,149,3,3.1,2.7,-2.4,1.2,-0.1,4.2,0.61,-0.06,1
2020,149,4,3.7,3.4,-1.9,1.3,-2.5,5.6,0.86,0.66,0
2020,149,5,4.1,3.8,-2.4,0.9,-2.8,5.8,0.91,0.81,-2
2020,149,6,3.3,3,-2.8,-0.8,-0.8,5,0.73,0.26,-3
2020,149,7,3,2.6,-1.7,1.5,1.3,6.2,0.94,-0.42,-1
2020,149,8,2.9,2.6,-2.3,1.1,-0.6,5.9,0.89,0.18,-1
2020,149,9,3,2.1,-0.6,1.9,0.6,5.8,0.9,-0.18,-2
2020,149,10,3.2,2.4,-1.1,2.1,-0.2,5.9,0.89,0.06,-1
2020,149,11,3.5,2.9,-1.5,0.6,-2.5,6,1.07,0.75,-2
2020,149,12,3.7,3.5,-1.4,-2,-2.6,6.1,0.97,0.8,-2
2020,149,13,4.3,4.1,-2.2,-1.5,-3.2,6,0.93,0.96,-3
2020,149,14,4.7,4.6,-2,2.5,-3.3,6.2,0.94,0.96,-4
2020,149,15,4.4,3.9,-1.5,3.4,-1.1,7.3,1.11,0.24,-4
2020,149,16,4.3,4.3,-1.2,4.1,0.6,7.6,1.15,-0.36,-4
2020,149,17,4.4,4.4,-1.2,4.1,0.9,7.3,1.09,-0.5,-4
2020,149,18,4.5,4.5,-0.6,4.3,1.2,7.4,1.11,-0.65,-4
2020,149,19,4.6,4.5,-1,3.7,2.3,7.3,1.05,-0.93,-3
2020,149,20,4.5,4.5,-0.1,3.6,2.7,8.7,1.29,-1.1,2
2020,149,21,4,3.4,1,0.9,3.1,11,1.59,-0.93,5
2020,149,22,4.6,4.5,-2,3.8,1.4,7.8,1.13,-0.76,8
2020,149,23,4.6,4.5,-2.5,3.8,0.3,6.2,0.88,-0.43,7
2020,150,0,3.4,3,-1,2.5,1.4,9.4,1.37,-0.62,5
2020,150,1,2.1,1.9,0.6,0.4,1.7,12,1.84,-0.51,4
2020,150,2,1.7,0.7,0.4,0.1,0.5,11.7,1.8,-0.15,3
2020,150,3,2.7,2.1,0,1.9,1,10.3,1.57,-0.42,0
2020,150,4,3.4,3.1,-0.1,1.5,2.7,8.9,1.35,-0.87,0
2020,150,5,3.1,2.9,-0.7,0.1,2.8,8.2,1.22,-0.83,1
2020,150,6,3.1,2.7,-2.2,0.8,1.3,7.7,1.11,-0.41,2
2020,150,7,3.5,3.3,-2.8,1.3,1.1,7.2,1.18,-0.34,0
2020,150,8,3.6,3.1,-2.7,1.5,0,5.9,0.78,0,0
2020,150,9,3.8,3.2,-0.7,3,0.7,6.8,0.95,-0.2,-2
2020,150,10,3.8,3.8,-1.1,3.3,1.5,6.7,0.94,-0.4,0
2020,150,11,4.3,4.1,-2.9,2.9,0.1,6.8,0.94,0,4
2020,150,12,3.7,3.5,-2,2.4,-1.4,8.7,1.23,0.4,5
2020,150,13,3.2,2.6,-1.8,1.4,-1.3,8.9,1.27,0.38,3
2020,150,14,2.7,2.6,-1.4,2.1,0.4,8.8,1.27,-0.15,1
2020,150,15,2.8,2.7,-1.3,2.4,-0.2,8.1,1.18,0,0
2020,150,16,2.9,2.9,-1.5,2.4,0.1,7.9,1.14,-0.12,0
2020,150,17,2.6,2.5,-1.6,2,-0.3,8.7,1.26,-0.03,0
2020,150,18,2.7,2.6,-1.5,2.1,-0.5,8.4,1.22,0,0
2020,150,19,2.6,2.6,-0.9,2.4,-0.7,8.3,1.23,0,0
2020,150,20,2.7,2.7,-0.9,2.5,-0.5,11,1.66,-0.09,5
2020,150,21,3.5,3.4,-1.8,2.9,0.3,14,2.24,-0.37,13
2020,150,22,4.9,4.2,-1,2.5,3.3,11.9,2,-1.23,13
2020,150,23,6.2,5.1,-2.9,3,2.9,13.8,2.34,-1.17,16
2020,151,0,7.3,6.8,-5.8,0.7,-3.4,16.5,2.73,0.93,16
2020,151,1,7.5,6.4,-3.3,5.4,-0.5,16.3,2.88,-0.32,11
2020,151,2,7.3,6.1,1.2,5,3.3,18.8,3.54,-1.46,11
2020,151,3,7.8,6.9,-2.8,5.9,-1.9,24.2,4.61,0.2,14
2020,151,4,8.6,8.3,-2.1,5.9,5.4,27.4,5.33,-2.12,12
2020,151,5,10.2,3.5,-1.2,-0.4,-3.3,26.6,5.55,1.15,17
2020,151,6,13.9,13.4,1,-8.3,-10.4,15.5,3.55,4.01,0
2020,151,7,13.6,13.4,3.1,-12.1,-4.7,13.2,2.93,1.87,-18
2020,151,8,12.4,11.8,5,-10.6,1.6,10.8,2.23,-0.52,-28
2020,151,9,12,11.8,2.7,-9.3,-6.8,11,2.29,2.33,-25
2020,151,10,12.9,12.5,5.3,-10.4,-4.3,11.8,2.75,1.46,-28
2020,151,11,11.2,11,4.8,-9.9,0.9,22,5.14,-0.41,-22
2020,151,12,10,9.9,4.2,-9,0.2,21.1,4.86,-0.11,-18
2020,151,13,10.4,10.1,4.9,-8.6,2.2,20,4.6,-0.77,-15
2020,151,14,10.6,9.8,3.6,-2.9,8.7,13.2,3.05,-3.09,-16
2020,151,15,10.9,10.5,4,-1.5,9.5,3.8,1.02,-3.4,-25
2020,151,16,9.9,9.2,5,-5,5.8,3,1.16,-2.05,-26
2020,151,17,8.4,7.5,4.6,-5.5,-2,5,1.71,1.23,-23
2020,151,18,7,6.1,3.3,-4.9,1.4,6.4,1.94,-0.08,-24
2020,151,19,7.1,6.3,3.5,-4.7,-2.2,7.3,2.17,1.35,-20
2020,151,20,6.5,4.6,1.7,-2.7,-3.3,6.9,2.15,1.59,-18
2020,151,21,6.9,6.4,3.3,-3.3,-4.3,5.4,1.58,2.02,-18
2020,151,22,7,6.2,3.8,-4.3,-2.3,4.8,1.29,1.39,-24
2020,151,23,6.4,5.9,4.6,-3.6,-1,4.5,1.24,0.78,-23
2020,152,0,6,5.1,1.9,-4.5,1.4,3.7,0.96,0,-23
2020,152,1,5.9,5,0.3,-4.9,0.9,3.6,0.97,0.2,-22
2020,152,2,5.9,5.8,2.1,-4.9,2.2,3,0.77,-0.38,-22
2020,152,3,4.3,3.8,2.1,-3.2,0.2,4.3,1.12,0.15,-20
2020,152,4,3.4,3.3,2.7,-0.3,1.8,5.1,1.36,-0.66,-19
2020,152,5,3.8,3.7,3.4,-0.8,1.3,4.3,1.09,-0.46,-19
2020,152,6,4,3.8,3.5,-1.1,1.1,4.1,1.02,-0.38,-16
2020,152,7,3.6,3,2.1,-2.1,0.2,4.6,1.19,-0.04,-12
2020,152,8,3.2,2.9,1.7,-2.3,-0.2,4.9,1.25,0.08,-11
2020,152,9,3.5,3.4,1.8,-2.1,2,4.9,1.24,-0.77,-12
2020,152,10,3.7,3.1,0.5,-2,2.3,4.8,1.26,-0.94,-11
2020,152,11,3.4,1.4,0.6,-1.1,0.5,4.5,1.18,-0.2,-11
2020,152,12,4,3.8,3.3,1.1,-1.5,3.9,1.02,0.59,-11
2020,152,13,3.7,3.5,3,1.4,-1.3,4.7,1.19,0.5,-14
2020,152,14,3.5,3.1,2.6,-1.6,0.9,5,1.25,-0.31,-16
2020,152,15,3.5,3.3,2.8,-0.1,1.8,4.6,1.12,-0.68,-18
2020,152,16,3.5,3,1.1,-1.3,2.5,5,1.26,-0.89,-16
2020,152,17,3.5,3.2,1.9,-1.7,2,5,1.24,-0.65,-16
2020,152,18,3.4,3.1,2.3,-1.7,1.1,3.7,0.88,-0.26,-14
2020,152,19,3.9,3.8,2.9,-2.3,-1,3.4,0.85,0.6,-14
2020,152,20,3.8,3.3,2.4,-2.3,-0.1,2.5,0.75,0.31,-14
2020,152,21,3.8,3.4,2.7,-1.7,-1.1,2.7,0.77,0.63,-13
2020,152,22,3.9,3.8,2.9,-1.2,2.1,2.7,0.86,-0.64,-14
2020,152,23,4,3.8,3.1,-2.2,-0.2,2.4,0.69,0.36,-14
2020,153,0,3.9,3.7,2.9,-1.6,-1.7,2.2,0.61,0.83,-17
2020,153,1,3.7,3.6,2.8,-1.7,-1.4,2.3,0.62,0.71,-18
2020,153,2,3.5,3.4,3,-0.9,-1.2,2.5,0.74,0.54,-18
2020,153,3,3.4,3.3,2.9,-1.4,-0.6,2.5,0.65,0.35,-14
2020,153,4,3.4,3.3,3.1,0.8,-0.7,3,0.91,0.23,-11
2020,153,5,3.4,3.3,3.2,-0.2,0.8,3.1,0.92,-0.31,-10
2020,153,6,3.4,3.3,3.1,-0.8,0.9,3,0.79,-0.31,-9
2020,153,7,3.2,3.2,3.2,-0.3,0.2,3.7,1.12,-0.08,-9
2020,153,8,3.4,3.3,3.2,-0.7,-0.6,3.1,0.89,0.23,-9
2020,153,9,3.3,3.1,2.5,-1.8,-0.4,2.7,0.65,0.15,-9
2020,153,10,3,3,2.2,-1.1,-1.6,4.2,1.07,0.62,-7
2020,153,11,2.8,2.4,0.9,-2.2,0.1,4.5,1.13,-0.08,-6
2020,153,12,2.8,2.7,1.4,-2.3,-0.2,5.2,1.28,0.04,-8
2020,153,13,2.7,2.2,1,-1.8,-0.6,5.8,1.41,0.23,-9
2020,153,14,2.8,1.8,0.3,-0.9,-1.6,6.2,1.49,0.6,-9
2020,153,15,3.1,2.8,1.3,-2.4,-0.6,6.2,1.43,0.3,-8
2020,153,16,3.2,3.2,1.7,-2.7,-0.2,7.1,1.6,0.18,-6
2020,153,17,2.6,2,0,-1.1,-1.7,11.3,2.54,0.69,-4
2020,153,18,3.4,2.5,-0.9,-0.6,-2.2,13,2.94,0.84,-3
2020,153,19,4.5,4.2,-1.6,2.2,-3.2,12.7,2.89,0.92,-4
2020,153,20,5.8,3.2,0,-1.3,-3,7.7,1.81,1.18,-9
2020,153,21,6,5.4,-1.8,0.6,-5,7.9,1.92,1.71,-10
2020,153,22,5.9,5.5,-1.5,-0.4,-5.3,8.8,2.13,1.92,-9
2020,153,23,6.7,6.6,0.9,-2.8,-5.9,7.9,1.83,2.37,-12
2020,154,0,7,6.9,0.7,-4.2,-5.5,8,1.82,2.35,-17
2020,154,1,7.2,7.1,1.1,-4.2,-5.6,7.9,1.78,2.34,-20
2020,154,2,7,6.8,2.3,-4.1,-5,7.9,1.68,2.02,-23
2020,154,3,7.3,7,5.3,-2.5,-3.8,7.7,1.42,1.36,-25
2020,154,4,7.5,6.9,3.1,-3.8,-4.8,8.6,1.76,1.81,-28
2020,154,5,7.5,7.4,3.9,-5,-3.8,9,1.76,1.44,-27
2020,154,6,6.9,6.5,3.2,-5.4,-1.8,9.7,1.9,0.7,-26
2020,154,7,6.5,6,4,-3.5,-2.7,9.9,1.9,0.92,-25
2020,154,8,6.4,5.6,3.5,-1.8,-4,10.1,1.95,1.32,-25
2020,154,9,6.2,5.7,2.6,-2.5,-4.4,11.1,2.17,1.44,-27
2020,154,10,6.2,5.7,0.4,-3.7,-4.4,11.5,2.33,1.43,-25
2020,154,11,6.8,6.3,-0.3,-6.2,-1.4,12,2.4,0.37,-21
2020,154,12,6.6,6.5,-0.6,-6.4,0.6,10.8,2.15,-0.27,-18
2020,154,13,5.4,2.6,0.9,-2,-1.5,10,2.04,0.51,-15
2020,154,14,4.5,3.4,3.1,-0.4,-1.3,10,2.11,0.45,-15
2020,154,15,3.9,3.5,1.9,-2.4,1.7,10.3,2.15,-0.52,-16
2020,154,16,4.6,4.1,2.1,-3.5,-0.6,9.5,2.02,0.35,-16
2020,154,17,4.6,4.2,2.2,-3.4,1,9.9,2.13,-0.14,-18
2020,154,18,3.5,3.3,-0.5,-3.2,0.2,9.3,1.99,0.18,-19
2020,154,19,4.2,3.5,-2.1,-2.7,0.8,8.9,1.88,-0.03,-21
2020,154,20,4.5,1.4,-0.1,-1.1,0.9,8.6,1.82,-0.21,-22
2020,154,21,4.1,2.5,0.2,0.6,2.4,8.6,1.79,-0.87,-18
2020,154,22,4.4,4.2,0.8,3.2,2.6,7.4,1.5,-1.16,-16
2020,154,23,3.5,2.9,0.4,1.6,2.4,7.8,1.58,-0.95,-15
2020,155,0,4.1,3.6,-1.6,-2.6,2,7.3,1.74,-0.41,-12
2020,155,1,4.1,3.7,-2,-3.1,-0.6,7.1,1.46,0.48,-10
2020,155,2,4.5,4,0.3,-3.3,-2.2,6.4,1.25,0.97,-10
2020,155,3,4,3.5,-0.4,-3.1,-1.5,5.6,1.11,0.68,-12
2020,155,4,3.8,3.2,-0.8,-2.5,-1.8,5.2,1.03,0.71,-13
2020,155,5,3.7,3.4,-1.5,-3,-0.8,4.7,0.92,0.37,-13
2020,155,6,3.2,2.8,-1.2,-2.4,-0.9,4.9,0.94,0.33,-12
2020,155,7,3.4,3.1,-0.4,-2.9,-0.9,4.4,0.84,0.3,-11
2020,155,8,3.5,3.3,-0.8,-3.2,-0.2,4.2,0.79,0.03,-12
2020,155,9,3.8,3,-0.2,-2.6,-1.4,4.8,1.05,0.43,-13
2020,155,10,3.8,3.5,-0.7,-3.4,0.1,4.7,1.05,-0.1,-14
2020,155,11,3.9,3.7,-1,-3.5,0.7,3.8,0.86,-0.3,-13
2020,155,12,4,3.5,-0.3,-2.9,-1.9,3.9,0.74,0.59,-12
2020,155,13,3.8,3.7,-1.4,-3.4,-0.7,5.3,1.01,0.2,-11
2020,155,14,3,2.9,-1.1,-2.6,-1,6.7,1.27,0.33,-12
2020,155,15,2.8,2.8,-0.8,-2.1,-1.6,6.5,1.21,0.56,-12
